uuid,vorname,nachname,geschlecht,geburtsjahr,todesjahr,vater,mutter,letzter_partner,erbfolge,kinderzahl,kinder,herkunft,kisatris_primogen,amtsantritt,comment,erbfolge_geburt
7215,Joseph Fritz,Kern,m,-47,-24,,,6795,,1,"7216,",MB,Z,,,
7216,Gertrud Bertha,von Bergetal,f,-28,-24,7215,6795,,6,0,,BT,Z,,,3
7217,Paul Nils,Kraus,m,-47,-8,,,6810,,1,"7218,",MU,Z,,,
7218,Nils Joseph Thorin,von Bergetal,m,-28,0,7217,6810,,6,0,,BT,Z,,,3
7219,Mathilde Meril Caroline,Engelmann,f,-47,-28,,,6813,,1,"7220,",EW,Z,,,
7220,Juliane Eike Else,von Möwenburg,f,-28,47,6813,7219,7622,3,4,"7538,7655,7664,7793,",MB,Z,,,1
7221,Christoph Christian Georg,Jansen,m,-47,-23,,,6814,,1,"7222,",BT,Z,,,
7222,Christiane Bertha,von Möwenburg,f,-28,-13,7221,6814,,3,0,,MB,Z,,,1
7223,Paul Peter Julius Maximilian,von Bergetal,m,-28,-20,6700,6819,,6,0,,BT,Z,,,3
7224,Andreas Peter Christoph,von Bergetal,m,-28,57,6819,6700,,6,0,,BT,Z,,,3
7225,Jakob Michael Louis Jacques,von Tiefenfels,m,-28,-15,6820,6740,,6,0,,TF,Z,,,3
7226,Lumiel Charlotte,Rath,f,-46,10,,,6825,,1,"7227,",EW,Z,,,
7227,Hedwig,von Bergetal,f,-28,-11,6825,7226,,6,0,,BT,Z,,,3
7228,Käthe Bertha,Hansen,f,-46,-28,,,,,0,,MB,Z,,,
7229,Bahne Christian,Wolf,m,-70,-27,,,6414,,1,"7230,",MB,Z,,,
7230,Bahne Johann,von Bergetal,m,-27,-15,7229,6414,,6,0,,BT,Z,,,3
7231,Eike Fritz Nils,Hentschel,m,-64,-27,,,6524,,1,"7232,",MU,Z,,,
7232,Eva,von Bergetal,f,-27,-1,7231,6524,6621,4,2,"7614,7642,",BT,Z,,,1
7233,Heinrich Fritz Eike,Zimmermann,m,-57,-27,,,,,0,,MU,Z,,,
7234,Tauriel Else,Horn,f,-56,-27,,,,,0,,EW,Z,,,
7235,Sophia,Henkel,f,-52,-27,,,6700,,1,"7236,",MB,Z,,,
7236,Richard Friedrich Joseph Christian,von Bergetal,m,-27,-19,6700,7235,,6,0,,BT,Z,,,3
7237,Hermann Caspar Karl,Goebel,m,-50,-27,,,,,0,,MU,Z,,,
7238,Joachim Michael,Zabel,m,-49,-10,,,,,0,,MB,Z,,,
7239,Michael,Gerhardt,m,-49,-27,,,6763,,1,"7240,",MB,Z,,,
7240,Ursula,von Bergetal,f,-27,-20,7239,6763,,6,0,,BT,Z,,,3
7241,Amon Joseph,Strauß,m,-48,-27,,,6787,,1,"7242,",MU,Z,,,
7242,Amalia Karoline,von Bergetal,f,-27,22,7241,6787,7615,4,2,"7589,7616,",BT,Z,,,1
7243,Maria Wilhelmine,von Bergetal,f,-27,-18,6789,6818,,4,0,,BT,Z,,,1
7244,Agnes,Baronin von Manson,f,-47,-20,,,6819,,1,"7245,",KS,Z,,,
7245,Nelenia,von Bergetal,f,-27,26,6819,7244,,6,0,,BT,Z,,,3
7246,Bernhard,Zielinski,m,-46,-27,,,6823,,1,"7247,",MU,Z,,,
7247,Bernhard Georg Hubertus,von Bergetal,m,-27,-13,7246,6823,,6,0,,BT,Z,,,3
7248,Elohir Anton,Thiemann,m,-46,-27,,,6829,,1,"7249,",EW,Z,,,
7249,Christiane,von Tiefenfels,f,-27,-23,7248,6829,,6,0,,TF,Z,,,3
7250,Heinrich,Pilz,m,-46,-27,,,6831,,1,"7251,",MB,Z,,,
7251,Heinrich Ernst Theodor Caspar Julius,von Bergetal,m,-27,11,7250,6831,,6,0,,BT,Z,,,3
7252,Rieke Ilai Jade,Kloß,f,-46,-27,,,6842,,1,"7253,",MU,Z,,,
7253,Helene,von Möwenburg,f,-27,-22,6842,7252,,3,0,,MB,Z,,,1
7254,Oddrun Karoline,Schultz,f,-45,4,,,6852,,1,"7255,",BT,Z,,,
7255,Michael Fritz Hermann Konrad,von Bergetal,m,-27,-27,6852,7254,,6,0,,BT,Z,,,3
7256,Luise Christiane Therese,Andres,f,-45,-27,,,,,0,,TF,Z,,,
7257,Peter Gustav,Eichhorn,m,-65,-26,,,6505,,1,"7258,",EW,Z,,,
7258,Gustav Franz Kili Konrad,von Bergetal,m,-26,-23,7257,6505,,4,0,,BT,Z,,,1
7259,Amon,Winter,m,-63,-26,,,,,0,,MU,Z,,,
7260,Martin Joseph Anton,Freiherr von Lamer,m,-59,-22,,,,,0,,KS,Z,,,
7261,Joachim Luk Ernst,Ott,m,-55,-26,,,,,0,,MB,Z,,,
7262,Christine,Esser,f,-50,-26,,,6745,,1,"7263,",BT,Z,,,
7263,Joachim August Fritz,von Bergetal,m,-26,21,6745,7262,,6,0,,BT,Z,,,3
7264,Richard Jakob Peter,Blume,m,-49,38,,,6767,,1,"7265,",BT,Z,,,
7265,Ursula,von Eichenwald,f,-26,22,7264,6767,,5,0,,EW,Z,,,3
7266,Schem Martin Luk,Brinkmann,m,-48,-26,,,,,0,,MU,Z,,,
7267,Judith Henriette,von Möwenburg,f,-26,-5,6767,6814,6621,3,1,"7590,",MB,Z,,,1
7268,Jacob Philipp,Hildebrand,m,-47,48,,,,,0,,TF,Z,,,
7269,Emma Katharina Idril,Götze,f,-47,-22,,,6819,,1,"7270,",EW,Z,,,
7270,Andreas Gustav Rudolf,von Bergetal,m,-26,-7,6819,7269,,6,0,,BT,Z,,,3
7271,Jules Johannes Georg,Stoll,m,-46,5,,,6829,,1,"7272,",TF,Z,,,
7272,Johannes Heinrich,von Tiefenfels,m,-26,29,7271,6829,7190,6,1,"7591,",TF,Z,,,3
7273,Johanna,Gräfin von Aigul,f,-45,-26,,,6852,,1,"7274,",KS,Z,,,
7274,Michael Christian,von Bergetal,m,-26,-15,6852,7273,,6,0,,BT,Z,,,3
7275,Margarete Henriette,von Bergetal,f,-26,-24,6874,6859,,6,0,,BT,Z,,,3
7276,Gertrud Eleonore,von Bergetal,f,-26,27,6859,6874,7627,4,2,"7570,7628,",BT,Z,,,1
7277,Frederic Julien Franc,Freiherr von Maree,m,-44,7,,,6866,,1,"7278,",KS,Z,,,
7278,Hedwig,von Bergetal,f,-26,53,7277,6866,,6,0,,BT,Z,,,3
7279,Luca Elise,Neubauer,f,-44,-26,,,6874,,1,"7280,",TF,Z,,,
7280,Hubertus Konrad Dis Fritz,von Bergetal,m,-26,19,6874,7279,7592,4,2,"7572,7593,",BT,Z,,,1
7281,Helene Emma Zoe,Kühn,f,-62,-25,,,,,0,,TF,Z,,,
7282,Elisabeth Agda,Sachs,f,-61,-23,,,,,0,,BT,Z,,,
7283,Lea Friederike,Wegner,f,-60,-25,,,,,0,,TF,Z,,,
7284,Jacques Anton,Freiherr von Lamer,m,-59,-25,,,,,0,,KS,Z,,,
7285,Caroline Ida Wiebke,Janßen,f,-55,-25,,,,,0,,MU,Z,,,
7286,Therese Mathilde Katharina Catharina,Pieper,f,-53,-16,,,,,0,,EW,Z,,,
7287,Christiane,Fritsch,f,-53,4,,,,,0,,TF,Z,,,
7288,Dwalin Thorin,Nowack,m,-50,-25,,,,,0,,BT,Z,,,
7289,Eike Jens,David,m,-50,-25,,,6740,,1,"7290,",MU,Z,,,
7290,Luise Johanna Charlotte,von Tiefenfels,f,-25,13,7289,6740,,6,0,,TF,Z,,,3
7291,August Bernhard Heinrich Erlan,von Bergetal,m,-25,2,6887,6743,,6,0,,BT,Z,,,3
7292,Clement Theodor Paul,Freiherr von Glace,m,-49,18,,,6761,,1,"7293,",KS,Z,,,
7293,Clement Thorin Otto,von Bergetal,m,-25,46,7292,6761,7594,4,1,"7595,",BT,Z,,,1
7294,Esther,Rother,f,-48,-20,,,6779,,1,"7295,",MU,Z,,,
7295,Kili Christian Erlan Wilhelm,von Bergetal,m,-25,-7,6779,7294,,6,0,,BT,Z,,,3
7296,Ludwig,Ehrhardt,m,-48,-25,,,,,0,,MU,Z,,,
7297,Gustav Joseph,Heyer,m,-47,-25,,,6810,,1,"7298,",MU,Z,,,
7298,Sophia Edda,von Bergetal,f,-25,12,7297,6810,,6,0,,BT,Z,,,3
7299,Nils,von Möwenburg,m,-25,-18,6575,6814,,3,0,,MB,Z,,,1
7300,Schem Martha,Raabe,f,-46,-23,,,6820,,1,"7301,",MU,Z,,,
7301,Jakob Konrad,von Bergetal,m,-25,46,6820,7300,,6,0,,BT,Z,,,3
7302,Gertrud Edda,Baumgartner,f,-46,-25,,,6840,,1,"7303,",BT,Z,,,
7303,Eva Oddrun Frieda,von Bergetal,f,-25,-2,6840,7302,,6,0,,BT,Z,,,3
7304,Christiane,von Tiefenfels,f,-25,-11,6565,6866,,6,0,,TF,Z,,,3
7305,Heinrich Fritz Otto,Probst,m,-44,-25,,,6870,,1,"7306,",EW,Z,,,
7306,Henriette Margarete,von Bergetal,f,-25,-4,7305,6870,,6,0,,BT,Z,,,3
7307,Helene,Obst,f,-44,32,,,,,0,,MB,Z,,,
7308,Emma Meril,Strobel,f,-44,36,,,6878,,1,"7309,",EW,Z,,,
7309,Elisabeth Christiane Sophia,von Bergetal,f,-25,-20,6878,7308,,6,0,,BT,Z,,,3
7310,Gustav,Lemke,m,-78,-6,,,,,0,,MU,Z,,,
7311,Kiirion Martin Julien,Maier,m,-60,-20,,,6575,,1,"7312,",EW,Z,,,
7312,Anna Clara Eva,von Möwenburg,f,-24,44,7311,6575,7629,4,3,"7619,7630,7643,",MB,Z,,,2
7313,Karl,Bär,m,-49,-24,,,6761,,1,"7314,",BT,Z,,,
7314,Christiane,von Bergetal,f,-24,9,7313,6761,7656,4,2,"7621,7657,",BT,Z,,,2
7315,Kili,Scheffler,m,-49,11,,,6767,,1,"7316,",BT,Z,,,
7316,Idril,von Eichenwald,f,-24,-20,7315,6767,,5,0,,EW,Z,,,3
7317,Christian Bernhard Hermann,Frank,m,-48,-24,,,,,0,,TF,Z,,,
7318,Franz Elurin Hans Otto,Thieme,m,-48,-24,,,,,0,,EW,Z,,,
7319,Adam Paul,Scholz,m,-47,33,,,6818,,1,"7320,",MU,Z,,,
7320,Henriette,von Bergetal,f,-24,-23,7319,6818,,4,0,,BT,Z,,,2
7321,Paul Michael,Bayer,m,-42,-24,,,6905,,1,"7322,",TF,Z,,,
7322,Martha Sophia Mathilde,von Bergetal,f,-24,-7,7321,6905,,4,0,,BT,Z,,,2
7323,Georg Bernhard Christoph,Menzel,m,-42,-24,,,,,0,,TF,Z,,,
7324,Rudolf Konrad,Preiß,m,-78,-23,,,,,0,,BT,Z,,,
7325,Georg Caspar Olwe,Hille,m,-60,-23,,,,,0,,EW,Z,,,
7326,Maria,Baumgärtner,f,-53,-23,,,,,0,,BT,Z,,,
7327,Julien,Braon von Foret,m,-48,-23,,,6774,,1,"7328,",KS,Z,,,
7328,Amalie Frieda Christiane,von Tiefenfels,f,-23,22,7327,6774,,6,0,,TF,Z,,,3
7329,Maximilian Balin,Engel,m,-48,-23,,,6781,,1,"7330,",BT,Z,,,
7330,Martin Christian August Andreas,von Tiefenfels,m,-23,38,7329,6781,,6,0,,TF,Z,,,3
7331,Charlotte Ida Frieda,Gräfin von Aigul,f,-43,-23,,,,,0,,KS,Z,,,
7332,Anton Maximilian,Linke,m,-42,9,,,,,0,,TF,Z,,,
7333,Jakob Christoph,Schultze,m,-42,-17,,,6910,,2,"7334,7409,",MU,Z,,,
7334,Emma Helene Luca,von Tiefenfels,f,-23,-20,7333,6910,,4,0,,TF,Z,,,1
7335,Rieke Frieda,Sattler,f,-41,-23,,,6921,,1,"7336,",MB,Z,,,
7336,Juliane Dis Mathilde,von Bergetal,f,-23,3,6921,7335,7668,4,1,"7669,",BT,Z,,,2
7337,Marianne Barbara,von Bergetal,f,-23,35,6691,6925,7719,1,4,"7622,7634,7675,7720,",BT,Z,3,Amtsantritt mit entfernung zum alten Fürsten: 1,1
7338,Wilhelm Dis Dwalin,von Bergetal,m,-23,-7,6925,6691,,2,0,,BT,Z,,,1
7339,Elros Gustav,von Eichenwald,m,-23,23,6787,6927,,5,0,,EW,Z,,,3
7340,Amalie Christiane Caroline,Baronin von Paysage,f,-48,0,,,6771,,1,"7341,",KS,Z,,,
7341,Sophie Nelenia Johanna Frieda Lea,von Kisatris,f,-22,-17,6771,7340,,4,0,,KS,AAABABABAAAABAAAAAABAADB,,,2
7342,Sibylle Helene,Helbig,f,-43,6,,,6880,,1,"7343,",TF,Z,,,
7343,Eva,von Tiefenfels,f,-22,3,6880,7342,,6,0,,TF,Z,,,3
7344,Johannes,Probst,m,-42,23,,,,,0,,BT,Z,,,
7345,Levke Mathilde,Oertel,f,-41,-22,,,,,0,,MU,Z,,,
7346,Nelenia Jade,Schürmann,f,-41,22,,,6925,,1,"7347,",TF,Z,,,
7347,Tauriel,von Eichenwald,f,-22,11,6925,7346,,5,0,,EW,Z,,,3
7348,Barbara Elisabeth,Reichardt,f,-40,-22,,,,,0,,BT,Z,,,
7349,Joseph Gustav Jacob Heinrich,Hertel,m,-40,40,,,,,0,,EW,Z,,,
7350,Auguste,von Bergetal,f,-21,14,6392,6814,7646,3,1,"7647,",BT,Z,,,1
7351,Ursula,von Möwenburg,f,-21,15,6575,6938,7635,3,1,"7636,",MB,Z,,,1
7352,Bertha Wilhelmine,von Möwenburg,f,-21,7,6575,6938,7637,3,1,"7638,",MB,Z,,,1
7353,Eva Nele,Heinen,f,-71,12,,,,,0,,MU,Z,,,
7354,Ferdinand Leopold,Geier,m,-46,-20,,,6829,,1,"7355,",BT,Z,,,
7355,Ida Caroline,von Tiefenfels,f,-20,41,7354,6829,,6,0,,TF,Z,,,3
7356,Johann,Appel,m,-42,-19,,,,,0,,MU,Z,,,
7357,Dior Karl Jacob Michael,Kopp,m,-42,-15,,,,,0,,EW,Z,,,
7358,Ilai Barbara Karoline,Wichmann,f,-41,-20,,,6919,,1,"7359,",MU,Z,,,
7359,Paul Peer,von Möwenburg,m,-20,-15,6919,7358,,3,0,,MB,Z,,,1
7360,Martha,Steffens,f,-41,-20,,,6923,,1,"7361,",MU,Z,,,
7361,Hermann Ludwig Jacques,von Tiefenfels,m,-20,30,6923,7360,,6,0,,TF,Z,,,3
7362,Julie,Nowak,f,-40,-17,,,,,0,,TF,Z,,,
7363,Jade Anne,Baronin von Manson,f,-38,9,,,6980,,1,"7364,",KS,Z,,,
7364,Bertha Wilhelmine Eleonore,von Bergetal,f,-20,16,6980,7363,7648,4,1,"7649,",BT,Z,,,2
7365,August Bernhard,Henkel,m,-38,-6,,,,,0,,MU,Z,,,
7366,Dwalin,Wild,m,-78,-19,,,,,0,,BT,Z,,,
7367,Clara Charlotte,Baroness von Lelac,f,-48,22,,,6771,,1,"7368,",KS,Z,,,
7368,Sophie Clara,von Kisatris,f,-19,29,6771,7367,7700,4,3,"7678,7692,7701,",KS,AAABABABAAAABAAAAAABAADC,,,2
7369,Adon Martin,Lechner,m,-48,-19,,,6781,,1,"7370,",MU,Z,,,
7370,Sophie Johanna,von Tiefenfels,f,-19,19,7369,6781,,6,0,,TF,Z,,,3
7371,Philipp Carl Michael,von Tiefenfels,m,-19,25,6880,6983,,6,0,,TF,Z,,,3
7372,Theodor Andreas Konrad,Menzel,m,-40,-19,,,6938,,1,"7373,",BT,Z,,,
7373,Frieda Sinje,von Möwenburg,f,-19,57,7372,6938,7758,3,3,"7660,7723,7759,",MB,Z,,,1
7374,Amalia Juliane Henriette,Jansen,f,-40,14,,,6939,,1,"7375,",BT,Z,,,
7375,Frieda Sinje,von Möwenburg,f,-19,-4,6939,7374,,3,0,,MB,Z,,,1
7376,Hans Andreas Kiirion,Eichhorn,m,-40,-19,,,,,0,,EW,Z,,,
7377,Camille Frieda,Lorenz,f,-39,-19,,,,,0,,TF,Z,,,
7378,Luise Charlotte Emma Eleonore,von Tiefenfels,f,-19,27,6575,6983,,6,0,,TF,Z,,,3
7379,Camille,Freiin von Greve,f,-37,8,,,6994,,1,"7380,",KS,Z,,,
7380,Tauriel Johanna Barbara,von Eichenwald,f,-19,32,6994,7379,7661,1,1,"7662,",EW,Z,8,Amtsantritt mit entfernung zum alten Fürsten: 1,1
7381,Christiane Caroline Catharina,Comtess von Aurore,f,-37,-5,,,,,0,,KS,Z,,,
7382,Amalia Imke Eva,Ullmann,f,-37,20,,,,,0,,MU,Z,,,
7383,Eike Else Tigrai,Gebhardt,f,-37,-19,,,7003,,1,"7384,",MU,Z,,,
7384,Amalie Charlotte Agnes,von Tiefenfels,f,-19,-1,7003,7383,,6,0,,TF,Z,,,3
7385,Zoe Eva Frieda,Freifrau von Lamer,f,-37,26,,,,,0,,KS,Z,,,
7386,Julius Johann,von Bergetal,m,-18,26,6691,6729,7465,2,4,"7680,7745,7764,7790,",BT,Z,,,1
7387,Lea Eva,Freiin von Maree,f,-48,-1,,,,,0,,KS,Z,,,
7388,Ludwig,Schumann,m,-48,-18,,,,,0,,EW,Z,,,
7389,Jakob,von Eichenwald,m,-18,-6,6927,6787,,5,0,,EW,Z,,,4
7390,Else Anna Ursula,von Eichenwald,f,-18,-4,6927,6787,,5,0,,EW,Z,,,4
7391,Emma Johanna Christiane,von Tiefenfels,f,-18,-11,6740,6895,,6,0,,TF,Z,,,3
7392,Martha Eva,Heinemann,f,-41,-18,,,6919,,1,"7393,",MB,Z,,,
7393,Amalia,von Möwenburg,f,-18,10,6919,7392,7709,3,2,"7682,7710,",MB,Z,,,1
7394,Emma Marie,Fröhlich,f,-40,-8,,,6939,,1,"7395,",TF,Z,,,
7395,Sibylle Christiane,von Möwenburg,f,-18,-10,6939,7394,,3,0,,MB,Z,,,1
7396,Heinrich,Wiesner,m,-40,-18,,,6949,,1,"7397,",TF,Z,,,
7397,Camille Helene,von Tiefenfels,f,-18,24,7396,6949,,6,0,,TF,Z,,,3
7398,Julie,von Tiefenfels,f,-18,25,6959,6949,,6,0,,TF,Z,,,3
7399,Eleonore,Nickel,f,-38,9,,,,,0,,EW,Z,,,
7400,August,Wrobel,m,-38,-18,,,6983,,1,"7401,",MB,Z,,,
7401,Camille,von Tiefenfels,f,-18,11,7400,6983,,6,0,,TF,Z,,,3
7402,Zoe Sibylle Eleonore,Daniel,f,-37,-3,,,,,0,,TF,Z,,,
7403,Juliane Johanna,Szymanski,f,-37,-18,,,7005,,1,"7404,",TF,Z,,,
7404,Juliane,von Möwenburg,f,-18,0,7005,7403,,5,0,,MB,Z,,,3
7405,Hermann,Schweizer,m,-36,-14,,,7013,,3,"7406,7433,7462,",BT,Z,,,
7406,Nelenia Therese Amalie Friederike Agnes,von Tiefenfels,f,-18,-3,7405,7013,,6,0,,TF,Z,,,3
7407,Zoe Luise,von Tiefenfels,f,-18,38,7020,6774,,6,0,,TF,Z,,,3
7408,Leo Philipp,Schirmer,m,-50,-17,,,,,0,,TF,Z,,,
7409,Christoph Michael Philipp,von Tiefenfels,m,-17,5,7333,6910,7693,3,1,"7694,",TF,Z,-5,Amtsantritt mit entfernung zum alten Fürsten: 1,1
7410,Eike Anton Zed,Haack,m,-40,-17,,,6949,,1,"7411,",MU,Z,,,
7411,Anton Heinrich Christoph Napiar Johannes,von Tiefenfels,m,-17,35,7410,6949,,6,0,,TF,Z,,,3
7412,Therese Marianne Auguste,Mertens,f,-38,-17,,,6980,,1,"7413,",BT,Z,,,
7413,Anton Franz,von Bergetal,m,-17,9,6980,7412,,4,0,,BT,Z,,,2
7414,Arwen Frieda,Scharf,f,-37,-17,,,,,0,,EW,Z,,,
7415,Anton Lior,Schaper,m,-37,-6,,,7002,,1,"7416,",MU,Z,,,
7416,Anton Jacques Joseph Julien,von Tiefenfels,m,-17,-8,7415,7002,,6,0,,TF,Z,,,3
7417,Joseph Philipp Heinrich Martin Wilhelm,Freiherr von Guerre,m,-36,33,,,7016,,1,"7418,",KS,Z,,,
7418,Katharina Barbara Christine,von Bergetal,f,-17,22,7417,7016,7684,4,1,"7685,",BT,Z,,,2
7419,Joseph Frederic,Freiherr von Greve,m,-35,61,,,7034,,1,"7420,",KS,Z,,,
7420,Clara Charlotte,von Tiefenfels,f,-17,11,7419,7034,,6,0,,TF,Z,,,3
7421,Hedda Trude Helene Gertrud,Geißler,f,-35,15,,,,,0,,MB,Z,,,
7422,Dior Andreas,Bock,m,-35,-17,,,,,0,,EW,Z,,,
7423,Katharina Bertha,Matthes,f,-71,-16,,,,,0,,BT,Z,,,
7424,Sophie Helene,Behnke,f,-53,-16,,,6691,,1,"7425,",TF,Z,,,
7425,Ernst Johann Anton,von Bergetal,m,-16,29,6691,7424,7761,2,3,"7687,7712,7762,",BT,Z,,,1
7426,Fritz Johann Rudolf Joseph,Lutz,m,-50,-3,,,,,0,,BT,Z,,,
7427,Zoe Friederike Anne,Seiler,f,-39,-3,,,,,0,,TF,Z,,,
7428,Jade Christina Elise,von Tiefenfels,f,-16,14,7333,6910,7746,2,2,"7714,7747,",TF,Z,7,Amtsantritt mit entfernung zum alten Fürsten: 3,1
7429,Helene,Schnell,f,-37,-16,,,6995,,1,"7430,",TF,Z,,,
7430,Joseph Richard Julius,von Eichenwald,m,-16,5,6995,7429,7452,3,2,"7703,7716,",EW,Z,,,2
7431,Christoph,Groß,m,-37,-16,,,7002,,1,"7432,",MU,Z,,,
7432,Nelenia,von Tiefenfels,f,-16,18,7431,7002,,6,0,,TF,Z,,,3
7433,Juliane Friederike,von Tiefenfels,f,-16,-7,7405,7013,,6,0,,TF,Z,,,3
7434,Jacques Anton Carl,von Tiefenfels,m,-16,-16,6639,7034,,6,0,,TF,Z,,,3
7435,Gustav,Freiherr von Lamer,m,-35,16,,,,,0,,KS,Z,,,
7436,Meriel Wilhelm,Henschel,m,-34,2,,,,,0,,EW,Z,,,
7437,Charlotte Caroline Emma,Klug,f,-34,-16,,,7066,,1,"7438,",TF,Z,,,
7438,Balin Joseph Leopold,von Bergetal,m,-16,6,7066,7437,7689,4,1,"7690,",BT,Z,,,2
7439,Katharina Mathilde,Knapp,f,-50,-15,,,,,0,,MU,Z,,,
7440,Jens,Gericke,m,-50,-15,,,,,0,,MU,Z,,,
7441,Friederike Elise Lea,von Tiefenfels,f,-15,47,7020,6774,,6,0,,TF,Z,,,3
7442,Margaretha Emma,Bürger,f,-40,25,,,,,0,,MU,Z,,,
7443,Leo Ludwig,Baron von  Lepain,m,-35,-15,,,,,0,,KS,Z,,,
7444,Christian,Bartels,m,-35,-2,,,,,0,,MB,Z,,,
7445,Agda Vagna Ida Dis,Zorn,f,-35,-14,,,7051,,1,"7446,",BT,Z,,,
7446,Dis Eleonore,von Bergetal,f,-15,-13,7051,7445,,4,0,,BT,Z,,,2
7447,Peter Karl Erlan,Schultze,m,-34,59,,,7064,,1,"7448,",BT,Z,,,
7448,Erlan Christian Philipp,von Tiefenfels,m,-15,-3,7447,7064,,6,0,,TF,Z,,,3
7449,Zoe Agnes,von Tiefenfels,f,-15,-7,6395,7075,,6,0,,TF,Z,,,3
7450,Peter Napiar,von Tiefenfels,m,-15,-3,6395,7075,,6,0,,TF,Z,,,3
7451,Käthe Wiebke Levke,Hampel,f,-33,-15,,,7084,,1,"7452,",MB,Z,,,
7452,Maximilian Bahne Theodor Fritz,von Möwenburg,m,-15,23,7084,7451,7430,1,2,"7698,7716,",MB,Z,,Judith neffe,1
7453,Hubertus Wilhelm,von Bergetal,m,-15,18,7086,6667,,4,0,,BT,Z,,,2
7454,Buri Erlan Hubertus Georg,Wirtz,m,-33,-10,,,7093,,1,"7455,",BT,Z,,,
7455,Amalie Friederike,von Tiefenfels,f,-15,27,7454,7093,,6,0,,TF,Z,,,3
7456,Johann Anton,von Tiefenfels,m,-14,8,6638,7112,,6,0,,TF,Z,,,3
7457,Milja,Herold,f,-53,-14,,,,,0,,BT,Z,,,
7458,Hans,Noll,m,-50,-11,,,6748,,1,"7459,",MU,Z,,,
7459,Käthe Dis Henriette,von Bergetal,f,-14,-5,7458,6748,,4,0,,BT,Z,,,2
7460,Julius,Alt,m,-42,-14,,,,,0,,MB,Z,,,
7461,Marianne Nelenia Eleonore,Georgi,f,-39,14,,,,,0,,BT,Z,,,
7462,Hermann Maximilian,von Tiefenfels,m,-14,7,7405,7013,,6,0,,TF,Z,,,3
7463,Eleonore Jade Christiane Luise,von Tiefenfels,f,-14,-3,6639,7034,,6,0,,TF,Z,,,3
7464,Leo Jules Clement,Freiherr von Lamer,m,-35,53,,,7042,,1,"7465,",KS,Z,,,
7465,Leo Joseph Philipp Christian,von Kisatris,m,-14,15,7464,7042,7386,2,4,"7726,7764,7769,7790,",KS,AAABABABAAAABAAAAAABAABAA,10,Amtsantritt nach Primogenität,1
7466,Margarete Edda,Hampel,f,-34,55,,,,,0,,BT,Z,,,
7467,Olwe Paul Elohir,Hunger,m,-33,67,,,7075,,1,"7468,",EW,Z,,,
7468,Paul Heinrich Ludwig,von Möwenburg,m,-14,-2,7467,7075,,3,0,,MB,Z,,,1
7469,Ursula Johanna,Hammer,f,-33,-14,,,,,0,,EW,Z,,,
7470,Gustav Ludwig Lior Jens,Förster,m,-33,-14,,,7093,,1,"7471,",MU,Z,,,
7471,Charlotte Lea Christina,von Tiefenfels,f,-14,31,7470,7093,,6,0,,TF,Z,,,3
7472,Jade Clara,Freiin von Ciel,f,-32,-14,,,7103,,1,"7473,",KS,Z,,,
7473,Margarete Hedwig,von Bergetal,f,-14,-5,7103,7472,,4,0,,BT,Z,,,2
7474,Martin,Schwarzer,m,-47,21,,,6814,,1,"7475,",MB,Z,,,
7475,Therese,von Möwenburg,f,-13,85,7474,6814,7738,3,2,"7728,7739,",MB,Z,,,1
7476,Therese Nelenia Ida Sibylle,von Tiefenfels,f,-13,-4,7016,6910,,4,0,,TF,Z,,,1
7477,Peter Michael,von Tiefenfels,m,-13,1,6910,7016,,4,0,,TF,Z,,,1
7478,Jade Sophie Julie,von Kisatris,f,-13,-10,7039,6771,,4,0,,KS,AAABABABAAAABAAAAAABAADD,,,2
7479,Catharina,von Kisatris,f,-13,-9,6910,7042,,3,0,,KS,AAABABABAAAABAAAAAABAABAB,,,1
7480,Niroi,von Kisatris,m,-13,63,6910,7042,7778,3,3,"7718,7756,7779,",KS,AAABABABAAAABAAAAAABAABAC,,,1
7481,Hermann,von Bergetal,m,-13,31,7073,6524,,4,0,,BT,Z,,,2
7482,Eva,von Bergetal,f,-13,-12,6524,7073,,4,0,,BT,Z,,,2
7483,Peter,Haase,m,-33,-13,,,,,0,,TF,Z,,,
7484,Mathilde,Thoma,f,-33,-13,,,7086,,1,"7485,",MB,Z,,,
7485,Otto Hermann,von Bergetal,m,-13,5,7086,7484,,4,0,,BT,Z,,,2
7486,Marie Frieda Charlotte Elurin,Sonntag,f,-71,-12,,,,,0,,EW,Z,,,
7487,Caroline Jade Amalie,Götze,f,-50,-12,,,6729,,1,"7488,",TF,Z,,,
7488,Luca Ernst Andreas Carl,von Tiefenfels,m,-12,-10,6729,7487,,6,0,,TF,Z,,,3
7489,Ida Zoe Friederike Louise,Baronin von Poisson,f,-48,11,,,6771,,1,"7490,",KS,Z,,,
7490,Luca Heinrich,von Kisatris,m,-12,7,6771,7489,7740,4,2,"7731,7741,",KS,AAABABABAAAABAAAAAABAADE,,,2
7491,Anton,Klose,m,-42,-12,,,,,0,,EW,Z,,,
7492,Eva Levke Imke,Maas,f,-39,32,,,,,0,,MU,Z,,,
7493,Ashild Marianne Vagna,Hansen,f,-37,-12,,,,,0,,BT,Z,,,
7494,Otto Carl,Bernhard,m,-36,59,,,,,0,,TF,Z,,,
7495,Charlotte Meril Clara Eva,Borchers,f,-35,11,,,7039,,1,"7496,",EW,Z,,,
7496,Gertrud,von Bergetal,f,-12,2,7039,7495,,4,0,,BT,Z,,,2
